"","BALTIMORE, MD 21214",,,,,,,,
27018-ENGINE HOUSE #42,"4522 HARFORD RD,",1273,94,2,4,5,238,15,1631
"","BALTIMORE, MD 21214",,,,,,,,
27019-SCHOOL #219 YORKWOOD ELEM,"5931 YORKWOOD RD,",993,37,0,1,2,143,14,1190
"","BALTIMORE, MD 21239",,,,,,,,
27020-SCHOOL #245 LEITH WALK ELEM,"1235 SHERWOOD AVENUE,",1913,95,3,3,3,261,15,2293
SCH,"BALTIMORE, MD 21239",,,,,,,,
27021-SCHOOL #219 YORKWOOD ELEM,"5931 YORKWOOD RD,",1601,34,3,3,1,196,18,1856
"","BALTIMORE, MD 21239",,,,,,,,
27022-SCHOOL #242 NORTHWOOD ELEM,"5201 LOCH RAVEN BLVD,",2201,68,3,1,5,215,28,2521
"","BALTIMORE, MD 21239",,,,,,,,
27023-SCHOOL #242 NORTHWOOD ELEM,"5201 LOCH RAVEN BLVD,",477,11,0,1,0,64,5,558
"","BALTIMORE, MD 21239",,,,,,,,
27024-SCHOOL #242 NORTHWOOD ELEM,"5201 LOCH RAVEN BLVD,",493,19,0,0,0,59,5,576
"","BALTIMORE, MD 21239",,,,,,,,
27025-ENOCH PRATT LIBRARY FREE,4420 LOCH RAVEN BLVD -,1055,42,0,0,0,125,9,1231
NORTHWOOD BRANCH,ENTER ON NORTHGATE,,,,,,,,
"","ROAD, BALTIMORE, MD",,,,,,,,
"",21218,,,,,,,,
27026-THE LEAGUE FOR PEOPLE WITH,1111 E COLDSPRING,668,24,4,1,0,92,4,793
DISABILITIES,"LANE, BALTIMORE, MD",,,,,,,,
"",21239,,,,,,,,
27027-THE LEAGUE FOR PEOPLE WITH,1111 E COLDSPRING,1409,37,1,1,3,174,13,1638
DISABILITIES,"LANE, BALTIMORE, MD",,,,,,,,
"",21239,,,,,,,,
27028-SCHOOL #134 WALTER P CARTER,"820 E 43RD ST,",1063,29,3,2,0,116,9,1222
ELEM/MID,"BALTIMORE, MD 21212",,,,,,,,
27029-SCHOOL #134 WALTER P CARTER,"820 E 43RD ST,",763,19,1,3,2,85,7,880
ELEM/MID,"BALTIMORE, MD 21212",,,,,,,,
27030-SCHOOL #242 NORTHWOOD ELEM,"5201 LOCH RAVEN BLVD,",1198,32,3,2,1,141,14,1391
"","BALTIMORE, MD 21239",,,,,,,,
27031-SCHOOL #245 LEITH WALK ELEM,"1235 SHERWOOD AVENUE,",1834,70,5,4,5,238,10,2166
SCH,"BALTIMORE, MD 21239",,,,,,,,
27032-NORTHSIDE BAPTIST CHURCH,"1100 E NORTHERN PKWY,",1884,145,9,13,4,311,21,2387
"","BALTIMORE, MD 21239",,,,,,,,
27033-SCHOOL #134 WALTER P CARTER,"820 E 43RD ST,",1852,90,3,5,5,288,18,2261
ELEM/MID,"BALTIMORE, MD 21212",,,,,,,,
27034-DEWEESE REC CTR,"5501 IVANHOE AVE,",1458,82,4,4,3,220,14,1785
"","BALTIMORE, MD 21212",,,,,,,,
27035-SCHOOL #134 WALTER P CARTER,"820 E 43RD ST,",2334,82,5,6,7,353,39,2826
ELEM/MID,"BALTIMORE, MD 21212",,,,,,,,
27036-SCHOOL #134 WALTER P CARTER,"820 E 43RD ST,",747,28,3,1,2,132,11,924
ELEM/MID,"BALTIMORE, MD 21212",,,,,,,,
27037-SCHOOL #134 WALTER P CARTER,"820 E 43RD ST,",1409,144,5,4,1,283,13,1859
ELEM/MID,"BALTIMORE, MD 21212",,,,,,,,
27038-GOVANS BOUNDARY UMC,"5210 YORK RD,",129,58,2,1,0,67,0,257
"","BALTIMORE, MD 21212",,,,,,,,
27039-ST MARYS CHURCH OF GOVANS,"5502 YORK RD,",331,69,0,0,1,56,1,458
"","BALTIMORE, MD 21212",,,,,,,,
27040-GRACE UNITED METHODIST,"5407 N CHARLES ST,",1503,360,3,3,0,302,7,2178
CHURCH,"BALTIMORE, MD 21210",,,,,,,,
27041-GRACE UNITED METHODIST,"5407 N CHARLES ST,",905,98,4,4,0,177,6,1194
CHURCH,"BALTIMORE, MD 21210",,,,,,,,
27042-ROLAND PARK COMMUNITY CENTER,"5802 ROLAND AVE,",1263,209,1,7,0,265,9,1754
"","BALTIMORE, MD 21210",,,,,,,,
27043-SCHOOL #407  WESTERN HIGH,"4600 FALLS RD,",601,73,1,1,0,96,2,774
"","BALTIMORE, MD 21209",,,,,,,,
27044-SCHOOL #233 ROLAND PARK,"5207 ROLAND AVE,",962,101,3,2,2,131,4,1205
MIDDLE,"BALTIMORE, MD 21210",,,,,,,,
27045-ST DAVIDS CHURCH,"4700 ROLAND AVE,",1365,141,9,6,0,232,5,1758
"","BALTIMORE, MD 21210",,,,,,,,
27046-BOLTON STREET SYNAGOGUE,"212 W COLDSPRING LN,",588,46,3,2,0,110,4,753
"","BALTIMORE, MD 21210",,,,,,,,
27047-SCHOOL #249 MEDFIELD HEIGHTS,"4300 BUCHANAN AVE,",895,94,4,3,1,239,14,1250
ELEM,"BALTIMORE, MD 21211",,,,,,,,
27048-RUSCOMBE GARDEN APTS,"4800 YELLOWWOOD AVE,",821,44,3,5,1,120,3,997
"","BALTIMORE, MD 21209",,,,,,,,
27049-SCHOOL #221 MT WASHINGTON,"5800 SMITH AVE,",2407,233,9,9,1,379,22,3060
LOWER,"BALTIMORE, MD 21209",,,,,,,,
27050-ENGINE HOUSE #45,"2700 GLEN AVE,",991,39,4,3,0,120,12,1169
"","BALTIMORE, MD 21215",,,,,,,,
27051-LEVINDALE HEBREW GERIATRIC,"2434 W BELVEDERE AVE,",179,14,2,0,0,13,1,209
CENTER AND HOSPITAL,"BALTIMORE, MD 21215",,,,,,,,
27052-SCHOOL #223 PIMLICO ELEM,4849 PIMLICO ROAD (ENT,2080,80,4,2,2,272,20,2460
"","ON THORNDALE),",,,,,,,,
"","BALTIMORE, MD 21215",,,,,,,,
27053-SCHOOL #62 PARK HEIGHTS,"2835 VIRGINIA AVE,",1239,42,2,2,2,160,19,1466
ACADEMY,"BALTIMORE, MD 21215",,,,,,,,
27054-C.C. JACKSON REC CTR,"4910 PARK HGTS AVE,",718,32,2,2,3,101,15,873
"","BALTIMORE, MD 21215",,,,,,,,
27055-LANGSTON HUGHES COMM CENTER,"5011 ARBUTUS AVE,",312,14,0,2,1,38,4,371
"","BALTIMORE, MD 21215",,,,,,,,
27056-BEL-PARK TOWERS,"3800 W BELVEDERE AVE,",719,35,2,0,4,96,15,871
"","BALTIMORE, MD 21215",,,,,,,,
27057-BEL-PARK TOWERS,"3800 W BELVEDERE AVE,",1604,62,0,1,3,194,17,1881
"","BALTIMORE, MD 21215",,,,,,,,
27058-SCHOOL #223 PIMLICO ELEM,4849 PIMLICO ROAD (ENT,544,24,0,0,2,65,7,642
"","ON THORNDALE),",,,,,,,,
"","BALTIMORE, MD 21215",,,,,,,,
27059-PUBLIC SAFETY TRAINING CENTER,3500 W NORTHERN PKWY,746,33,3,0,0,101,17,900
"",(ENTER ON MANHATTAN,,,,,,,,
"","AVE), BALTIMORE, MD",,,,,,,,
"",21215,,,,,,,,
27060-PUBLIC SAFETY TRAINING CENTER,3500 W NORTHERN PKWY,1221,123,2,3,2,161,13,1525
"",(ENTER ON MANHATTAN,,,,,,,,
"","AVE), BALTIMORE, MD",,,,,,,,
"",21215,,,,,,,,
27061-SCHOOL #401 NORTHWESTERN SR,"6900 PARK HEIGHTS AVE,",625,42,0,3,1,79,7,757
HIGH,"BALTIMORE, MD 21215",,,,,,,,
27062-SCHOOL #401 NORTHWESTERN SR,"6900 PARK HEIGHTS AVE,",1336,298,2,4,1,267,7,1915
HIGH,"BALTIMORE, MD 21215",,,,,,,,
27063-CROSS COUNTRY ELEM SCH,"6900 PARK HEIGHTS AVE,",1456,251,2,1,2,228,20,1960
"@NORTHWESTERN (GYM)","BALTIMORE, MD 21215",,,,,,,,
27064-ENGINE HOUSE #45,"2700 GLEN AVE,",1252,348,3,9,0,274,7,1893
"","BALTIMORE, MD 21215",,,,,,,,
27065-CROSS COUNTRY ELEM SCH,"6900 PARK HEIGHTS AVE,",1945,611,0,3,2,480,18,3059
"@NORTHWESTERN (GYM)","BALTIMORE, MD 21215",,,,,,,,
27066-SCHOOL #401 NORTHWESTERN SR,"6900 PARK HEIGHTS AVE,",1588,482,4,3,1,369,15,2462
HIGH,"BALTIMORE, MD 21215",,,,,,,,
27067-SCHOOL #241 FALLSTAFF MIDDLE,"3801 FALLSTAFF RD,",1562,202,0,4,5,300,25,2098
"","BALTIMORE, MD 21215",,,,,,,,
"*27068-PROFESSIONAL DEVELOPMENT","2500 E NORTHERN PKWY,",0,0,0,0,0,0,0,0
CENTER,"BALTIMORE, MD 21214",,,,,,,,
27069-BOLTON STREET SYNAGOGUE,"212 W COLDSPRING LN,",98,24,0,0,0,16,1,139
"","BALTIMORE, MD 21210",,,,,,,,
28001-SCHOOL #241 FALLSTAFF MIDDLE,"3801 FALLSTAFF RD,",1056,45,1,5,1,168,18,1294
"","BALTIMORE, MD 21215",,,,,,,,
28002-SCHOOL #406 FOREST PARK,3701 ELDORADO AVE,1738,72,2,2,2,190,21,2027
SENIOR  HIGH,"(ENTER ON BELLE AVE),",,,,,,,,
"","BALTIMORE, MD 21207",,,,,,,,
28003-SCHOOL #251 CALLAWAY ELEM,"3701 FERNHILL AVE,",371,15,0,0,3,48,2,439
"","BALTIMORE, MD 21215",,,,,,,,
28004-SCHOOL #406 FOREST PARK,3701 ELDORADO AVE,549,28,0,2,0,98,8,685
SENIOR  HIGH,"(ENTER ON BELLE AVE),",,,,,,,,
"","BALTIMORE, MD 21207",,,,,,,,
28005-FOREST PARK SR CITIZEN CTR,"4801 LIBERTY HGTS AVE,",1366,46,0,1,4,180,15,1612
"","BALTIMORE, MD 21207",,,,,,,,
28006-FOREST PARK SR CITIZEN CTR,"4801 LIBERTY HGTS AVE,",2012,57,4,9,8,266,21,2377
"","BALTIMORE, MD 21207",,,,,,,,
28007-SCHOOL #64 LIBERTY ELEM,"3901 MAINE AVE,",925,48,1,4,1,134,9,1122
"","BALTIMORE, MD 21207",,,,,,,,
28008-SCHOOL #64 LIBERTY ELEM,"3901 MAINE AVE,",1242,37,3,3,2,192,21,1500
"","BALTIMORE, MD 21207",,,,,,,,
28009-SCHOOL #201 DICKEY HILL ELEM,"5025 DICKEY HILL RD,",1550,81,2,6,4,255,20,1918
"","BALTIMORE, MD 21207",,,,,,,,
28010-SCHOOL #232 THOMAS JEFFERSON,"605 DRYDEN DR,",1577,86,1,2,3,215,16,1900
ELEM,"BALTIMORE, MD 21229",,,,,,,,
28011-SCHOOL #232 THOMAS JEFFERSON,"605 DRYDEN DR,",1623,64,0,5,1,207,20,1920
ELEM,"BALTIMORE, MD 21229",,,,,,,,
28012-SCHOOL #232 THOMAS JEFFERSON,"605 DRYDEN DR,",1087,97,5,5,3,209,12,1418
ELEM,"BALTIMORE, MD 21229",,,,,,,,
28013-WESTSIDE SKILL CENTER,4501 EDMONDSON AVE -,1144,43,1,2,0,151,21,1362
"","REAR OF BLDG.,",,,,,,,,
"","BALTIMORE, MD 21229",,,,,,,,
28014-SCHOOL #246 BEECHFIELD ELEM,"301 S BEECHFIELD AVE,",460,27,3,5,1,61,3,560
"","BALTIMORE, MD 21229",,,,,,,,
28015-SCHOOL #81 NORTHBEND,"181 NORTHBEND ROAD,",1319,152,3,8,4,291,24,1801
ELEM/MID,"BALTIMORE, MD 21229",,,,,,,,
